distance_variable,count,min,median,mean,max
dist_to_nearest_h2s_station_km,1963.0,0.40914155889777276,22.967447344761243,29.898246480795184,98.93152495213411
dist_to_nearest_beach_station_km,1963.0,0.07204036814214436,7.031359742594176,12.744511351203982,42.40756817745126
dist_to_nearest_top_closure_beach_km,1963.0,0.07204036814214436,22.73075206732752,26.436867500796957,85.52353630320603
dist_to_nearest_impacted_beach_km,1963.0,0.07204036814214436,22.44369655695079,26.004194759612634,84.9827439430323
dist_to_tijuana_river_km,1963.0,0.03384106355295697,32.19147992927015,40.73208826033509,117.97116511037942
