date,active_advisory_records,active_closure_records,active_posting_records,active_rain_advisory_records,active_bacteria_related_records,active_tijuana_river_related_records,active_sewage_infrastructure_records,active_sewage_related_records,active_enterococcus_records,active_fecal_coliform_records,active_total_coliform_records,active_ecoli_records,daily_severity_score,max_severity_score,unique_beaches_impacted,unique_stations_impacted,new_advisory_records,new_closure_records,new_posting_records,new_rain_advisory_records,new_bacteria_related_records,new_tijuana_river_related_records,new_sewage_related_records,active_records_comparison_beaches,active_records_other_san_diego_beaches,active_records_south_bay_tijuana_river_impact,closure_records_comparison_beaches,closure_records_other_san_diego_beaches,closure_records_south_bay_tijuana_river_impact,severity_score_comparison_beaches,severity_score_other_san_diego_beaches,severity_score_south_bay_tijuana_river_impact,unique_beaches_comparison_beaches,unique_beaches_other_san_diego_beaches,unique_beaches_south_bay_tijuana_river_impact,any_active_advisory,any_active_closure,any_bacteria_related_activity,any_tijuana_river_related_activity,any_sewage_related_activity,rain_mm,rain_lag1_mm,rain_3day_mm,rain_7day_mm,rainy_day,start_datetime,end_datetime,interval_hours,year,month,month_name,site_id,site_name,parameter,source,discharge_m3s,discharge_cfs,discharge_mgd,grade_code,interpolation_type,high_flow_75th,high_flow_90th,extreme_flow_95th,high_flow_day,flow_category,flow_lag1_m3s,flow_3day_mean_m3s,flow_7day_mean_m3s,high_flow_1day_window,high_flow_3day_window,high_flow_7day_window,days_from_emergency_declaration,post_emergency,emergency_reference_window,h2s_overlap_period,analysis_period
2023-10-22,7,3,4,0,5,3,0,3,5,0,0,0,10,2,6,7,1,0,1,0,1,0,0,1,0,6,0,0,3,1,0,9,1,0,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-10-22,2023-10-23,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.32,46.615404000000005,30.12834,-1.0,2.0,0,0,0,0,Normal / lower flow,1.15,1.1466666666666572,1.0471428571428532,0,0,0,117,1,0,0,After emergency reference window
2023-10-23,6,3,3,0,4,3,0,3,4,0,0,0,9,2,6,6,0,0,0,0,0,0,0,1,0,5,0,0,3,1,0,8,1,0,5,True,True,True,True,True,0.0050499998033046,0.0,0.0050499998033046,0.0050499998033046,False,2023-10-23,2023-10-24,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.89,31.430083000000003,20.313805,-1.0,2.0,0,0,0,0,Normal / lower flow,1.32,1.1199999999999906,1.0271428571428531,0,0,0,118,1,0,0,After emergency reference window
2023-10-24,4,3,1,0,2,3,0,3,2,0,0,0,7,2,4,4,0,0,0,0,0,0,0,1,0,3,0,0,3,1,0,6,1,0,3,True,True,True,True,True,1.1841362714767456,0.0050499998033046,1.1891862712800505,1.1891862712800505,False,2023-10-24,2023-10-25,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.92,32.489524,20.99854,-1.0,2.0,0,0,0,0,Normal / lower flow,0.89,1.043333333333324,1.0057142857142816,0,0,0,119,1,0,0,After emergency reference window
2023-10-25,6,2,4,0,5,2,0,2,5,0,0,0,8,2,6,6,3,0,3,0,3,0,0,4,0,2,0,0,2,4,0,4,4,0,2,True,True,True,True,True,0.0,1.1841362714767456,1.1891862712800505,1.1891862712800505,False,2023-10-25,2023-10-26,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.82,28.958054,18.71609,-1.0,2.0,0,0,0,0,Normal / lower flow,0.92,0.8766666666666572,0.9942857142857102,0,0,0,120,1,0,0,After emergency reference window
2023-10-26,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,1,1,0,0,0,1,1,4,0,3,0,0,3,4,0,6,4,0,3,True,True,True,True,True,0.0,0.0,1.1841362714767456,1.1891862712800505,False,2023-10-26,2023-10-27,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.83,29.311201,18.944335,-1.0,2.0,0,0,0,0,Normal / lower flow,0.82,0.8566666666666571,0.9857142857142815,0,0,0,121,1,0,0,After emergency reference window
2023-10-27,8,3,5,0,6,3,0,3,6,0,0,0,11,2,8,8,1,0,1,0,1,0,0,4,1,3,0,0,3,4,1,6,4,1,3,True,True,True,True,True,0.0,0.0,0.0,1.1891862712800505,False,2023-10-27,2023-10-28,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.91,32.136377,20.770295,-1.0,2.0,0,0,0,0,Normal / lower flow,0.83,0.8533333333333238,0.9771428571428532,0,0,0,122,1,0,0,After emergency reference window
2023-10-28,8,4,4,0,5,4,0,4,5,0,0,0,12,2,8,8,1,1,0,0,0,1,1,3,1,4,0,0,4,3,1,8,3,1,4,True,True,True,True,True,0.0,0.0,0.0,1.1891862712800505,False,2023-10-28,2023-10-29,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.95,33.548965,21.683275,-1.0,2.0,0,0,0,0,Normal / lower flow,0.91,0.8966666666666572,0.9485714285714244,0,0,0,123,1,0,0,After emergency reference window
2023-10-29,7,4,3,0,4,4,0,4,4,0,0,0,11,2,7,7,0,0,0,0,0,0,0,3,0,4,0,0,4,3,0,8,3,0,4,True,True,True,True,True,0.0,0.0,0.0,1.1891862712800505,False,2023-10-29,2023-10-30,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.86,30.370642,19.62907,-1.0,2.0,0,0,0,0,Normal / lower flow,0.95,0.9066666666666572,0.8828571428571388,0,0,0,124,1,0,0,After emergency reference window
2023-10-30,6,3,3,0,4,3,0,3,4,0,0,0,9,2,6,6,1,1,0,0,0,1,1,3,0,3,0,0,3,3,0,6,3,0,3,True,True,True,True,True,0.0,0.0,0.0,1.1841362714767456,False,2023-10-30,2023-10-31,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.74,26.132878,16.89013,-1.0,2.0,0,0,0,0,Normal / lower flow,0.86,0.8499999999999904,0.8614285714285674,0,0,0,125,1,0,0,After emergency reference window
2023-10-31,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,1,0,1,0,1,0,0,3,1,3,0,0,3,3,1,6,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-10-31,2023-11-01,24.0,2023,10,October,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.79,27.898613000000005,18.031355,-1.0,2.0,0,0,0,0,Normal / lower flow,0.74,0.7966666666666572,0.8428571428571389,0,0,0,126,1,0,0,After emergency reference window
2023-11-01,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,0,0,0,0,0,0,0,3,1,3,0,0,3,3,1,6,3,1,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-01,2023-11-02,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.84,29.664348,19.17258,-1.0,2.0,0,0,0,0,Normal / lower flow,0.79,0.7899999999999906,0.8457142857142816,0,0,0,127,1,0,0,After emergency reference window
2023-11-02,7,4,3,0,5,4,0,4,5,1,1,1,11,2,7,7,1,1,0,0,1,1,1,3,0,4,0,0,4,3,0,8,3,0,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-02,2023-11-03,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.8,28.251760000000004,18.2596,-1.0,2.0,0,0,0,0,Normal / lower flow,0.84,0.8099999999999906,0.8414285714285673,0,0,0,128,1,0,0,After emergency reference window
2023-11-03,6,4,2,0,4,4,0,4,4,1,1,1,10,2,6,6,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,8,2,0,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-03,2023-11-04,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.69,24.367143,15.748905,-1.0,2.0,0,0,0,0,Normal / lower flow,0.8,0.7766666666666572,0.809999999999996,0,0,0,129,1,0,0,After emergency reference window
2023-11-04,6,4,2,0,4,4,0,4,4,1,1,1,10,2,6,6,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,8,2,0,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-04,2023-11-05,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.64,22.601408000000003,14.60768,-1.0,2.0,0,0,0,0,Normal / lower flow,0.69,0.7099999999999905,0.7657142857142817,0,0,0,130,1,0,0,After emergency reference window
2023-11-05,6,4,2,0,4,4,0,4,4,1,1,1,10,2,6,6,0,0,0,0,0,0,0,2,0,4,0,0,4,2,0,8,2,0,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-05,2023-11-06,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.8,28.251760000000004,18.2596,-1.0,2.0,0,0,0,0,Normal / lower flow,0.64,0.7099999999999905,0.757142857142853,0,0,0,131,1,0,0,After emergency reference window
2023-11-06,5,3,2,0,3,3,0,3,3,0,0,0,8,2,5,5,0,0,0,0,0,0,0,2,0,3,0,0,3,2,0,6,2,0,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-06,2023-11-07,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.93,32.842671,21.226785000000003,-1.0,2.0,0,0,0,0,Normal / lower flow,0.8,0.7899999999999906,0.7842857142857103,0,0,0,132,1,0,0,After emergency reference window
2023-11-07,5,3,2,0,3,3,0,3,3,0,0,0,8,2,5,5,0,0,0,0,0,0,0,2,0,3,0,0,3,2,0,6,2,0,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-07,2023-11-08,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.83,29.311201,18.944335,20.0,2.0,0,0,0,0,Normal / lower flow,0.93,0.8533333333333238,0.7899999999999958,0,0,0,133,1,0,0,After emergency reference window
2023-11-08,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,2,0,2,0,2,0,0,2,2,3,0,0,3,2,2,6,2,2,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-08,2023-11-09,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.84,29.664348,19.17258,20.0,2.0,0,0,0,0,Normal / lower flow,0.83,0.8666666666666573,0.7899999999999959,0,0,0,134,1,0,0,After emergency reference window
2023-11-09,11,4,7,0,9,4,0,4,9,0,0,0,15,2,11,11,4,1,3,0,4,1,1,4,3,4,0,0,4,4,3,8,4,3,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-09,2023-11-10,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.8,28.251760000000004,18.2596,20.0,2.0,0,0,0,0,Normal / lower flow,0.84,0.8233333333333238,0.7899999999999959,0,0,0,135,1,0,0,After emergency reference window
2023-11-10,9,4,5,0,7,4,0,4,7,0,0,0,13,2,9,9,0,0,0,0,0,0,0,4,1,4,0,0,4,4,1,8,4,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-10,2023-11-11,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.69,24.367143,15.748905,20.0,2.0,0,0,0,0,Normal / lower flow,0.8,0.7766666666666572,0.7899999999999958,0,0,0,136,1,0,0,After emergency reference window
2023-11-11,7,3,4,0,5,3,0,3,5,0,0,0,10,2,7,7,0,0,0,0,0,0,0,4,0,3,0,0,3,4,0,6,4,0,3,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-11,2023-11-12,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.64,22.601408000000003,14.60768,20.0,2.0,0,0,0,0,Normal / lower flow,0.69,0.7099999999999905,0.7899999999999959,0,0,0,137,1,0,0,After emergency reference window
2023-11-12,8,4,4,0,6,4,0,4,6,0,0,0,12,2,8,8,1,1,0,0,1,1,1,4,0,4,0,0,4,4,0,8,4,0,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-12,2023-11-13,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.8,28.251760000000004,18.2596,20.0,2.0,0,0,0,0,Normal / lower flow,0.64,0.7099999999999905,0.7899999999999959,0,0,0,138,1,0,0,After emergency reference window
2023-11-13,9,4,5,0,7,4,0,4,7,0,0,0,13,2,9,9,1,0,1,0,1,0,0,4,0,5,0,0,4,4,0,9,4,0,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-13,2023-11-14,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.93,32.842671,21.226785000000003,20.0,2.0,0,0,0,0,Normal / lower flow,0.8,0.7899999999999906,0.7899999999999958,0,0,0,139,1,0,0,After emergency reference window
2023-11-14,9,3,6,0,7,3,0,3,7,0,0,0,12,2,9,9,1,0,1,0,1,0,0,4,1,4,0,0,3,4,1,7,4,1,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-14,2023-11-15,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,0.96,33.902112,21.91152,20.0,2.0,0,0,0,0,Normal / lower flow,0.93,0.8966666666666572,0.8085714285714244,0,0,0,140,1,0,0,After emergency reference window
2023-11-15,7,2,5,0,6,2,0,2,6,0,0,0,9,2,7,7,0,0,0,0,0,0,0,4,1,2,0,0,2,4,1,4,4,1,2,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-11-15,2023-11-16,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,4.85,171.276295,110.698825,-1.0,2.0,1,0,0,1,High flow,0.96,2.246666666666657,1.381428571428567,1,1,1,141,1,0,0,After emergency reference window
2023-11-16,7,2,4,1,5,2,0,2,5,0,0,0,8,2,7,7,1,0,0,1,0,0,0,4,1,2,0,0,2,4,0,4,4,1,2,True,True,True,True,True,7.875136852264404,0.0,7.875136852264404,7.875136852264404,True,2023-11-16,2023-11-17,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,3.57,126.073479,81.483465,-1.0,2.0,1,0,0,1,High flow,4.85,3.1266666666666567,1.777142857142853,1,1,1,142,1,0,0,After emergency reference window
2023-11-17,8,3,4,1,5,3,0,3,5,0,0,0,10,2,8,8,1,1,0,0,0,1,1,4,1,3,0,0,3,4,0,6,4,1,3,True,True,True,True,True,0.0963909104466438,7.875136852264404,7.971527762711048,7.971527762711048,False,2023-11-17,2023-11-18,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,3.99,140.90565300000003,91.069755,-1.0,2.0,1,0,0,1,High flow,3.57,4.136666666666657,2.248571428571424,1,1,1,143,1,0,0,After emergency reference window
2023-11-18,8,3,4,1,5,3,0,3,5,0,0,0,10,2,8,8,0,0,0,0,0,0,0,4,1,3,0,0,3,4,0,6,4,1,3,True,True,True,True,True,6.5021586418151855,0.0963909104466438,14.473686404526234,14.473686404526234,True,2023-11-18,2023-11-19,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,3.21,113.360187,73.266645,-1.0,2.0,1,0,0,1,High flow,3.99,3.5899999999999905,2.6157142857142817,1,1,1,144,1,0,0,After emergency reference window
2023-11-19,11,6,4,1,6,6,0,6,6,0,0,0,16,2,10,11,3,3,0,0,1,3,3,4,1,6,0,0,6,4,0,12,4,1,5,True,True,True,True,True,0.0,6.5021586418151855,6.598549552261829,14.473686404526234,False,2023-11-19,2023-11-20,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.63,92.877661,60.028435,-1.0,2.0,0,0,0,0,Normal / lower flow,3.21,3.276666666666657,2.877142857142853,1,1,1,145,1,0,0,After emergency reference window
2023-11-20,10,6,4,0,6,6,0,6,6,0,0,0,16,2,9,10,0,0,0,0,0,0,0,4,0,6,0,0,6,4,0,12,4,0,5,True,True,True,True,True,0.0,0.0,6.5021586418151855,14.473686404526234,False,2023-11-20,2023-11-21,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.57,90.758779,58.658965,-1.0,2.0,0,0,0,0,Normal / lower flow,2.63,2.803333333333324,3.111428571428568,0,1,1,146,1,0,0,After emergency reference window
2023-11-21,10,6,4,0,6,6,0,6,6,0,0,0,16,2,9,10,0,0,0,0,0,0,0,4,0,6,0,0,6,4,0,12,4,0,5,True,True,True,True,True,0.0,0.0,0.0,14.473686404526234,False,2023-11-21,2023-11-22,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.34,82.636398,53.40933,-1.0,2.0,0,0,0,0,Normal / lower flow,2.57,2.513333333333324,3.308571428571424,0,1,1,147,1,0,0,After emergency reference window
2023-11-22,8,6,2,0,4,6,0,6,4,0,0,0,14,2,7,8,0,0,0,0,0,0,0,2,0,6,0,0,6,2,0,12,2,0,5,True,True,True,True,True,0.0,0.0,0.0,14.473686404526234,False,2023-11-22,2023-11-23,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.09,73.807723,47.703205,-1.0,2.0,0,0,0,0,Normal / lower flow,2.34,2.333333333333324,2.91428571428571,0,0,1,148,1,0,0,After emergency reference window
2023-11-23,8,6,2,0,4,6,0,6,4,0,0,0,14,2,7,8,0,0,0,0,0,0,0,2,0,6,0,0,6,2,0,12,2,0,5,True,True,True,True,True,0.0,0.0,0.0,6.598549552261829,False,2023-11-23,2023-11-24,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.81,63.919607000000006,41.312345,-1.0,2.0,0,0,0,0,Normal / lower flow,2.09,2.0799999999999907,2.662857142857139,0,0,1,149,1,0,0,After emergency reference window
2023-11-24,8,6,2,0,4,6,0,6,4,0,0,0,14,2,7,8,0,0,0,0,0,0,0,2,0,6,0,0,6,2,0,12,2,0,5,True,True,True,True,True,0.4542272686958313,0.0,0.4542272686958313,6.956385910511017,False,2023-11-24,2023-11-25,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.2,77.69234000000002,50.2139,-1.0,2.0,0,0,0,0,Normal / lower flow,1.81,2.033333333333324,2.407142857142853,0,0,1,150,1,0,0,After emergency reference window
2023-11-25,8,6,2,0,4,6,0,6,4,0,0,0,14,2,7,8,0,0,0,0,0,0,0,2,0,6,0,0,6,2,0,12,2,0,5,True,True,True,True,True,0.0430318154394626,0.4542272686958313,0.4972590841352939,0.4972590841352939,False,2023-11-25,2023-11-26,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.78,62.86016600000001,40.62761,-1.0,2.0,0,0,0,0,Normal / lower flow,2.2,1.9299999999999904,2.202857142857139,0,0,1,151,1,0,0,After emergency reference window
2023-11-26,8,6,2,0,4,6,0,6,4,0,0,0,14,2,7,8,0,0,0,0,0,0,0,2,0,6,0,0,6,2,0,12,2,0,5,True,True,True,True,True,0.0,0.0430318154394626,0.4972590841352939,0.4972590841352939,False,2023-11-26,2023-11-27,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.71,60.388137,39.029895,-1.0,2.0,0,0,0,0,Normal / lower flow,1.78,1.8966666666666572,2.071428571428567,0,0,0,152,1,0,0,After emergency reference window
2023-11-27,8,6,2,0,4,6,0,6,4,0,0,0,14,2,7,8,0,0,0,0,0,0,0,2,0,6,0,0,6,2,0,12,2,0,5,True,True,True,True,True,0.0,0.0,0.0430318154394626,0.4972590841352939,False,2023-11-27,2023-11-28,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.6,56.50352000000001,36.519200000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,1.71,1.6966666666666572,1.9328571428571384,0,0,0,153,1,0,0,After emergency reference window
2023-11-28,9,6,3,0,5,6,0,6,5,0,0,0,15,2,8,9,1,0,1,0,1,0,0,2,1,6,0,0,6,2,1,12,2,1,5,True,True,True,True,True,0.0,0.0,0.0,0.4972590841352939,False,2023-11-28,2023-11-29,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.39,84.402133,54.550555,-1.0,2.0,0,0,0,0,Normal / lower flow,1.6,1.8999999999999904,1.939999999999996,0,0,0,154,1,0,0,After emergency reference window
2023-11-29,10,6,4,0,6,6,0,6,6,0,0,0,16,2,9,10,1,0,1,0,1,0,0,2,2,6,0,0,6,2,2,12,2,2,5,True,True,True,True,True,0.0,0.0,0.0,0.4972590841352939,False,2023-11-29,2023-11-30,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.35,82.989545,53.637575000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,2.39,2.113333333333324,1.977142857142853,0,0,0,155,1,0,0,After emergency reference window
2023-11-30,14,6,8,0,10,6,0,6,10,0,0,0,20,2,13,14,4,0,4,0,4,0,0,6,2,6,0,0,6,6,2,12,6,2,5,True,True,True,True,True,2.7641546726226807,0.0,2.7641546726226807,3.261413756757974,True,2023-11-30,2023-12-01,24.0,2023,11,November,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,7.14,252.146958,162.96693,-1.0,2.0,1,1,0,1,Very high flow,2.35,3.959999999999991,2.738571428571425,1,1,1,156,1,0,0,After emergency reference window
2023-12-01,13,6,7,0,9,6,0,6,9,0,1,1,19,2,12,13,1,0,1,0,1,0,0,5,2,6,0,0,6,5,2,12,5,2,5,True,True,True,True,True,2.480954647064209,2.7641546726226807,5.24510931968689,5.288141135126352,False,2023-12-01,2023-12-02,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,4.11,145.14341700000003,93.808695,-1.0,2.0,1,0,0,1,High flow,7.14,4.533333333333324,3.011428571428568,1,1,1,157,1,0,0,After emergency reference window
2023-12-02,12,6,6,0,8,6,0,6,8,0,1,1,18,2,11,12,0,0,0,0,0,0,0,4,2,6,0,0,6,4,2,12,4,2,5,True,True,True,True,True,0.0,2.480954647064209,5.24510931968689,5.24510931968689,False,2023-12-02,2023-12-03,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.99,105.590953,68.245255,-1.0,2.0,1,0,0,1,High flow,4.11,4.746666666666658,3.18428571428571,1,1,1,158,1,0,0,After emergency reference window
2023-12-03,9,6,3,0,5,6,0,6,5,0,1,1,15,2,8,9,0,0,0,0,0,0,0,1,2,6,0,0,6,1,2,12,1,2,5,True,True,True,True,True,0.0,0.0,2.480954647064209,5.24510931968689,False,2023-12-03,2023-12-04,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.86,101.000042,65.27807,-1.0,2.0,1,0,0,1,High flow,2.99,3.319999999999991,3.3485714285714243,1,1,1,159,1,0,0,After emergency reference window
2023-12-04,8,5,3,0,5,5,0,5,5,0,1,1,13,2,7,8,0,0,0,0,0,0,0,1,2,5,0,0,5,1,2,10,1,2,4,True,True,True,True,True,0.0,0.0,0.0,5.24510931968689,False,2023-12-04,2023-12-05,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.65,93.583955,60.484925,-1.0,2.0,0,0,0,0,Normal / lower flow,2.86,2.833333333333324,3.4985714285714247,1,1,1,160,1,0,0,After emergency reference window
2023-12-05,9,6,3,0,5,6,0,6,5,0,1,1,15,2,8,9,1,1,0,0,0,1,1,1,2,6,0,0,6,1,2,12,1,2,5,True,True,True,True,True,0.0,0.0,0.0,5.24510931968689,False,2023-12-05,2023-12-06,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.59,91.465073,59.115455,-1.0,2.0,0,0,0,0,Normal / lower flow,2.65,2.6999999999999904,3.527142857142853,0,1,1,161,1,0,0,After emergency reference window
2023-12-06,9,6,3,0,5,6,0,6,5,0,1,1,15,2,8,9,0,0,0,0,0,0,0,1,2,6,0,0,6,1,2,12,1,2,5,True,True,True,True,True,0.0,0.0,0.0,5.24510931968689,False,2023-12-06,2023-12-07,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.47,87.227309,56.376515000000005,-1.0,2.0,0,0,0,0,Normal / lower flow,2.59,2.569999999999991,3.54428571428571,0,1,1,162,1,0,0,After emergency reference window
2023-12-07,11,4,7,0,9,4,0,4,9,0,1,1,15,2,11,11,4,0,4,0,4,0,0,5,2,4,0,0,4,5,2,8,5,2,4,True,True,True,True,True,0.0,0.0,0.0,2.480954647064209,False,2023-12-07,2023-12-08,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.5,88.28675000000001,57.06125,-1.0,2.0,0,0,0,0,Normal / lower flow,2.47,2.5199999999999907,2.881428571428568,0,0,1,163,1,0,0,After emergency reference window
2023-12-08,11,4,7,0,9,4,0,4,9,0,1,1,15,2,11,11,0,0,0,0,0,0,0,5,2,4,0,0,4,5,2,8,5,2,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-12-08,2023-12-09,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.39,84.402133,54.550555,-1.0,2.0,0,0,0,0,Normal / lower flow,2.5,2.453333333333324,2.6357142857142817,0,0,1,164,1,0,0,After emergency reference window
2023-12-09,9,4,5,0,7,4,0,4,7,0,1,1,13,2,9,9,1,1,0,0,1,1,1,3,2,4,0,0,4,3,2,8,3,2,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-12-09,2023-12-10,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,2.03,71.688841,46.333735,-1.0,2.0,0,0,0,0,Normal / lower flow,2.39,2.3066666666666573,2.4985714285714247,0,0,1,165,1,0,0,After emergency reference window
2023-12-10,9,4,5,0,7,4,0,4,7,0,1,1,13,2,9,9,0,0,0,0,0,0,0,3,2,4,0,0,4,3,2,8,3,2,4,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-12-10,2023-12-11,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.7,60.03499,38.80165,-1.0,2.0,0,0,0,0,Normal / lower flow,2.03,2.0399999999999907,2.3328571428571387,0,0,1,166,1,0,0,After emergency reference window
2023-12-11,10,4,6,0,8,4,0,4,8,0,1,1,14,2,10,10,1,0,1,0,1,0,0,3,2,5,0,0,4,3,2,9,3,2,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-12-11,2023-12-12,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.35,47.674845000000005,30.813075,-1.0,2.0,0,0,0,0,Normal / lower flow,1.7,1.6933333333333238,2.147142857142853,0,0,0,167,1,0,0,After emergency reference window
2023-12-12,10,4,6,0,8,4,0,4,8,0,1,1,14,2,10,10,0,0,0,0,0,0,0,3,2,5,0,0,4,3,2,9,3,2,5,True,True,True,True,True,0.0,0.0,0.0,0.0,False,2023-12-12,2023-12-13,24.0,2023,12,December,11013300,Tijuana River At International Boundary,Discharge,USIBWC Water Data Portal,1.2,42.37764,27.3894,-1.0,2.0,0,0,0,0,Normal / lower flow,1.35,1.4166666666666572,1.9485714285714248,0,0,0,168,1,0,0,After emergency reference window
