datetime_local,date,year,month,hour,station_name_clean,location_clean,h2s_ppb,h2s_level_clean,elevated_h2s_event,orange_h2s_event,valid_h2s_record,h2s_ppb_original,h2s_ppb_clean,h2s_level,exceedance_30ppb,exceedance_200ppb,nighttime_flag,analysis_period,review_status,negative_value_flag,missing_h2s_flag,source,source_note,notes
2025-01-31 03:00:00,2025-01-31,2025,2025-01,3,Imperial Beach Civic Center,IB CIVIC CTR,1.1,Green (0-4.9 ppB),False,False,True,1.1,1.1,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_verified,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 03:00:00,2025-01-31,2025,2025-01,3,Nestor - Berry Elementary School,NESTOR - BES,3.1,Green (0-4.9 ppB),False,False,True,3.1,3.1,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_verified,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 03:00:00,2025-01-31,2025,2025-01,3,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 04:00:00,2025-01-31,2025,2025-01,4,Imperial Beach Civic Center,IB CIVIC CTR,2.8,Green (0-4.9 ppB),False,False,True,2.8,2.8,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_verified,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 04:00:00,2025-01-31,2025,2025-01,4,Nestor - Berry Elementary School,NESTOR - BES,4.8,Green (0-4.9 ppB),False,False,True,4.8,4.8,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_verified,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 04:00:00,2025-01-31,2025,2025-01,4,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 05:00:00,2025-01-31,2025,2025-01,5,Imperial Beach Civic Center,IB CIVIC CTR,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_verified,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 05:00:00,2025-01-31,2025,2025-01,5,Nestor - Berry Elementary School,NESTOR - BES,3.3,Green (0-4.9 ppB),False,False,True,3.3,3.3,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_verified,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 05:00:00,2025-01-31,2025,2025-01,5,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 06:00:00,2025-01-31,2025,2025-01,6,Imperial Beach Civic Center,IB CIVIC CTR,1.0,Green (0-4.9 ppB),False,False,True,1.0,1.0,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 12:00:00,2025-01-31,2025,2025-01,12,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 13:00:00,2025-01-31,2025,2025-01,13,Imperial Beach Civic Center,IB CIVIC CTR,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 13:00:00,2025-01-31,2025,2025-01,13,Nestor - Berry Elementary School,NESTOR - BES,0.6,Green (0-4.9 ppB),False,False,True,0.6,0.6,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 13:00:00,2025-01-31,2025,2025-01,13,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 14:00:00,2025-01-31,2025,2025-01,14,Imperial Beach Civic Center,IB CIVIC CTR,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 14:00:00,2025-01-31,2025,2025-01,14,Nestor - Berry Elementary School,NESTOR - BES,0.1,Green (0-4.9 ppB),False,False,True,0.1,0.1,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 14:00:00,2025-01-31,2025,2025-01,14,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 15:00:00,2025-01-31,2025,2025-01,15,Imperial Beach Civic Center,IB CIVIC CTR,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 15:00:00,2025-01-31,2025,2025-01,15,Nestor - Berry Elementary School,NESTOR - BES,0.3,Green (0-4.9 ppB),False,False,True,0.3,0.3,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 15:00:00,2025-01-31,2025,2025-01,15,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 16:00:00,2025-01-31,2025,2025-01,16,Imperial Beach Civic Center,IB CIVIC CTR,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 16:00:00,2025-01-31,2025,2025-01,16,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 16:00:00,2025-01-31,2025,2025-01,16,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 17:00:00,2025-01-31,2025,2025-01,17,Imperial Beach Civic Center,IB CIVIC CTR,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 17:00:00,2025-01-31,2025,2025-01,17,Nestor - Berry Elementary School,NESTOR - BES,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 17:00:00,2025-01-31,2025,2025-01,17,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 18:00:00,2025-01-31,2025,2025-01,18,Imperial Beach Civic Center,IB CIVIC CTR,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 18:00:00,2025-01-31,2025,2025-01,18,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 18:00:00,2025-01-31,2025,2025-01,18,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 19:00:00,2025-01-31,2025,2025-01,19,Imperial Beach Civic Center,IB CIVIC CTR,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 19:00:00,2025-01-31,2025,2025-01,19,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 19:00:00,2025-01-31,2025,2025-01,19,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 20:00:00,2025-01-31,2025,2025-01,20,Imperial Beach Civic Center,IB CIVIC CTR,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 20:00:00,2025-01-31,2025,2025-01,20,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 20:00:00,2025-01-31,2025,2025-01,20,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 21:00:00,2025-01-31,2025,2025-01,21,Imperial Beach Civic Center,IB CIVIC CTR,1.5,Green (0-4.9 ppB),False,False,True,1.5,1.5,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 21:00:00,2025-01-31,2025,2025-01,21,Nestor - Berry Elementary School,NESTOR - BES,1.1,Green (0-4.9 ppB),False,False,True,1.1,1.1,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 21:00:00,2025-01-31,2025,2025-01,21,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 22:00:00,2025-01-31,2025,2025-01,22,Imperial Beach Civic Center,IB CIVIC CTR,3.4,Green (0-4.9 ppB),False,False,True,3.4,3.4,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 22:00:00,2025-01-31,2025,2025-01,22,Nestor - Berry Elementary School,NESTOR - BES,10.4,Yellow (5-29.9 ppB),True,False,True,10.4,10.4,Yellow (5-29.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 22:00:00,2025-01-31,2025,2025-01,22,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 23:00:00,2025-01-31,2025,2025-01,23,Imperial Beach Civic Center,IB CIVIC CTR,2.0,Green (0-4.9 ppB),False,False,True,2.0,2.0,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 23:00:00,2025-01-31,2025,2025-01,23,Nestor - Berry Elementary School,NESTOR - BES,4.3,Green (0-4.9 ppB),False,False,True,4.3,4.3,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-01-31 23:00:00,2025-01-31,2025,2025-01,23,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-02-01 00:00:00,2025-02-01,2025,2025-02,0,Imperial Beach Civic Center,IB CIVIC CTR,2.1,Green (0-4.9 ppB),False,False,True,2.1,2.1,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-02-01 00:00:00,2025-02-01,2025,2025-02,0,Nestor - Berry Elementary School,NESTOR - BES,2.5,Green (0-4.9 ppB),False,False,True,2.5,2.5,Green (0-4.9 ppB),0,0,1,Recent follow-up,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2025-02-16 05:00:00,2025-02-16,2025,2025-02,5,Imperial Beach Civic Center,IB CIVIC CTR,1.9,Green (0-4.9 ppB),False,False,True,1.9,1.9,Green (0-4.9 ppB),0,0,1,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 05:00:00,2025-02-16,2025,2025-02,5,Nestor - Berry Elementary School,NESTOR - BES,2.7,Green (0-4.9 ppB),False,False,True,2.7,2.7,Green (0-4.9 ppB),0,0,1,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 05:00:00,2025-02-16,2025,2025-02,5,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 06:00:00,2025-02-16,2025,2025-02,6,Imperial Beach Civic Center,IB CIVIC CTR,3.8,Green (0-4.9 ppB),False,False,True,3.8,3.8,Green (0-4.9 ppB),0,0,1,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 06:00:00,2025-02-16,2025,2025-02,6,Nestor - Berry Elementary School,NESTOR - BES,5.0,Yellow (5-29.9 ppB),True,False,True,5.0,5.0,Yellow (5-29.9 ppB),0,0,1,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 06:00:00,2025-02-16,2025,2025-02,6,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 07:00:00,2025-02-16,2025,2025-02,7,Imperial Beach Civic Center,IB CIVIC CTR,3.3,Green (0-4.9 ppB),False,False,True,3.3,3.3,Green (0-4.9 ppB),0,0,1,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 07:00:00,2025-02-16,2025,2025-02,7,Nestor - Berry Elementary School,NESTOR - BES,4.1,Green (0-4.9 ppB),False,False,True,4.1,4.1,Green (0-4.9 ppB),0,0,1,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 07:00:00,2025-02-16,2025,2025-02,7,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,1,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 08:00:00,2025-02-16,2025,2025-02,8,Imperial Beach Civic Center,IB CIVIC CTR,3.1,Green (0-4.9 ppB),False,False,True,3.1,3.1,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 08:00:00,2025-02-16,2025,2025-02,8,Nestor - Berry Elementary School,NESTOR - BES,3.6,Green (0-4.9 ppB),False,False,True,3.6,3.6,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 08:00:00,2025-02-16,2025,2025-02,8,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 09:00:00,2025-02-16,2025,2025-02,9,Imperial Beach Civic Center,IB CIVIC CTR,1.4,Green (0-4.9 ppB),False,False,True,1.4,1.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 09:00:00,2025-02-16,2025,2025-02,9,Nestor - Berry Elementary School,NESTOR - BES,2.3,Green (0-4.9 ppB),False,False,True,2.3,2.3,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 09:00:00,2025-02-16,2025,2025-02,9,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 10:00:00,2025-02-16,2025,2025-02,10,Imperial Beach Civic Center,IB CIVIC CTR,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 10:00:00,2025-02-16,2025,2025-02,10,Nestor - Berry Elementary School,NESTOR - BES,1.5,Green (0-4.9 ppB),False,False,True,1.5,1.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 10:00:00,2025-02-16,2025,2025-02,10,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 11:00:00,2025-02-16,2025,2025-02,11,Imperial Beach Civic Center,IB CIVIC CTR,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 11:00:00,2025-02-16,2025,2025-02,11,Nestor - Berry Elementary School,NESTOR - BES,1.2,Green (0-4.9 ppB),False,False,True,1.2,1.2,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 11:00:00,2025-02-16,2025,2025-02,11,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 12:00:00,2025-02-16,2025,2025-02,12,Imperial Beach Civic Center,IB CIVIC CTR,0.7,Green (0-4.9 ppB),False,False,True,0.7,0.7,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 12:00:00,2025-02-16,2025,2025-02,12,Nestor - Berry Elementary School,NESTOR - BES,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 12:00:00,2025-02-16,2025,2025-02,12,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 13:00:00,2025-02-16,2025,2025-02,13,Imperial Beach Civic Center,IB CIVIC CTR,0.6,Green (0-4.9 ppB),False,False,True,0.6,0.6,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 13:00:00,2025-02-16,2025,2025-02,13,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 13:00:00,2025-02-16,2025,2025-02,13,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 14:00:00,2025-02-16,2025,2025-02,14,Imperial Beach Civic Center,IB CIVIC CTR,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 14:00:00,2025-02-16,2025,2025-02,14,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
2025-02-16 14:00:00,2025-02-16,2025,2025-02,14,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,,,Missing/Not visible,0,0,0,Recent follow-up,source_cell_blank_in_screenshot,0,1,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,cell visibly blank in latest screenshot
2025-02-16 15:00:00,2025-02-16,2025,2025-02,15,Imperial Beach Civic Center,IB CIVIC CTR,0.6,Green (0-4.9 ppB),False,False,True,0.6,0.6,Green (0-4.9 ppB),0,0,0,Recent follow-up,numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from latest screenshot; visible Power BI table
