datetime_local,date,year,month,hour,station_name_clean,location_clean,h2s_ppb,h2s_level_clean,elevated_h2s_event,orange_h2s_event,valid_h2s_record,h2s_ppb_original,h2s_ppb_clean,h2s_level,exceedance_30ppb,exceedance_200ppb,nighttime_flag,analysis_period,review_status,negative_value_flag,missing_h2s_flag,source,source_note,notes
2024-12-16 06:00:00,2024-12-16,2024,2024-12,6,Nestor - Berry Elementary School,NESTOR - BES,4.4,Green (0-4.9 ppB),False,False,True,4.4,4.4,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 06:00:00,2024-12-16,2024,2024-12,6,San Ysidro - Fire Station #29,SAN YSIDRO,4.7,Green (0-4.9 ppB),False,False,True,4.7,4.7,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 07:00:00,2024-12-16,2024,2024-12,7,Nestor - Berry Elementary School,NESTOR - BES,6.3,Yellow (5-29.9 ppB),True,False,True,6.3,6.3,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 07:00:00,2024-12-16,2024,2024-12,7,San Ysidro - Fire Station #29,SAN YSIDRO,2.6,Green (0-4.9 ppB),False,False,True,2.6,2.6,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 08:00:00,2024-12-16,2024,2024-12,8,Nestor - Berry Elementary School,NESTOR - BES,5.9,Yellow (5-29.9 ppB),True,False,True,5.9,5.9,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 08:00:00,2024-12-16,2024,2024-12,8,San Ysidro - Fire Station #29,SAN YSIDRO,4.2,Green (0-4.9 ppB),False,False,True,4.2,4.2,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 09:00:00,2024-12-16,2024,2024-12,9,Nestor - Berry Elementary School,NESTOR - BES,6.9,Yellow (5-29.9 ppB),True,False,True,6.9,6.9,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 09:00:00,2024-12-16,2024,2024-12,9,San Ysidro - Fire Station #29,SAN YSIDRO,4.6,Green (0-4.9 ppB),False,False,True,4.6,4.6,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 10:00:00,2024-12-16,2024,2024-12,10,Nestor - Berry Elementary School,NESTOR - BES,6.5,Yellow (5-29.9 ppB),True,False,True,6.5,6.5,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 10:00:00,2024-12-16,2024,2024-12,10,San Ysidro - Fire Station #29,SAN YSIDRO,3.9,Green (0-4.9 ppB),False,False,True,3.9,3.9,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 11:00:00,2024-12-16,2024,2024-12,11,Nestor - Berry Elementary School,NESTOR - BES,3.2,Green (0-4.9 ppB),False,False,True,3.2,3.2,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 11:00:00,2024-12-16,2024,2024-12,11,San Ysidro - Fire Station #29,SAN YSIDRO,1.0,Green (0-4.9 ppB),False,False,True,1.0,1.0,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 12:00:00,2024-12-16,2024,2024-12,12,Nestor - Berry Elementary School,NESTOR - BES,1.4,Green (0-4.9 ppB),False,False,True,1.4,1.4,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 12:00:00,2024-12-16,2024,2024-12,12,San Ysidro - Fire Station #29,SAN YSIDRO,0.1,Green (0-4.9 ppB),False,False,True,0.1,0.1,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 13:00:00,2024-12-16,2024,2024-12,13,Nestor - Berry Elementary School,NESTOR - BES,1.0,Green (0-4.9 ppB),False,False,True,1.0,1.0,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 13:00:00,2024-12-16,2024,2024-12,13,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,-0.3,,Missing/Not visible,0,0,0,Immediate post-emergency,screenshot_numeric,1,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 14:00:00,2024-12-16,2024,2024-12,14,Nestor - Berry Elementary School,NESTOR - BES,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 14:00:00,2024-12-16,2024,2024-12,14,San Ysidro - Fire Station #29,SAN YSIDRO,0.0,Green (0-4.9 ppB),False,False,True,0.0,0.0,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 15:00:00,2024-12-16,2024,2024-12,15,Nestor - Berry Elementary School,NESTOR - BES,0.6,Green (0-4.9 ppB),False,False,True,0.6,0.6,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 15:00:00,2024-12-16,2024,2024-12,15,San Ysidro - Fire Station #29,SAN YSIDRO,0.1,Green (0-4.9 ppB),False,False,True,0.1,0.1,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 16:00:00,2024-12-16,2024,2024-12,16,Nestor - Berry Elementary School,NESTOR - BES,1.1,Green (0-4.9 ppB),False,False,True,1.1,1.1,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 16:00:00,2024-12-16,2024,2024-12,16,San Ysidro - Fire Station #29,SAN YSIDRO,1.5,Green (0-4.9 ppB),False,False,True,1.5,1.5,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 17:00:00,2024-12-16,2024,2024-12,17,Nestor - Berry Elementary School,NESTOR - BES,5.1,Yellow (5-29.9 ppB),True,False,True,5.1,5.1,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 17:00:00,2024-12-16,2024,2024-12,17,San Ysidro - Fire Station #29,SAN YSIDRO,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 18:00:00,2024-12-16,2024,2024-12,18,Nestor - Berry Elementary School,NESTOR - BES,11.9,Yellow (5-29.9 ppB),True,False,True,11.9,11.9,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 18:00:00,2024-12-16,2024,2024-12,18,San Ysidro - Fire Station #29,SAN YSIDRO,2.0,Green (0-4.9 ppB),False,False,True,2.0,2.0,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 19:00:00,2024-12-16,2024,2024-12,19,Nestor - Berry Elementary School,NESTOR - BES,12.2,Yellow (5-29.9 ppB),True,False,True,12.2,12.2,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 19:00:00,2024-12-16,2024,2024-12,19,San Ysidro - Fire Station #29,SAN YSIDRO,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 20:00:00,2024-12-16,2024,2024-12,20,Nestor - Berry Elementary School,NESTOR - BES,12.9,Yellow (5-29.9 ppB),True,False,True,12.9,12.9,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 20:00:00,2024-12-16,2024,2024-12,20,San Ysidro - Fire Station #29,SAN YSIDRO,0.4,Green (0-4.9 ppB),False,False,True,0.4,0.4,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-16 21:00:00,2024-12-16,2024,2024-12,21,Nestor - Berry Elementary School,NESTOR - BES,4.0,Green (0-4.9 ppB),False,False,True,4.0,4.0,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 17:00:00,2024-12-25,2024,2024-12,17,San Ysidro - Fire Station #29,SAN YSIDRO,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 18:00:00,2024-12-25,2024,2024-12,18,Imperial Beach Civic Center,IB CIVIC CTR,0.6,Green (0-4.9 ppB),False,False,True,0.6,0.6,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 18:00:00,2024-12-25,2024,2024-12,18,Nestor - Berry Elementary School,NESTOR - BES,10.1,Yellow (5-29.9 ppB),True,False,True,10.1,10.1,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 18:00:00,2024-12-25,2024,2024-12,18,San Ysidro - Fire Station #29,SAN YSIDRO,2.1,Green (0-4.9 ppB),False,False,True,2.1,2.1,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 19:00:00,2024-12-25,2024,2024-12,19,Imperial Beach Civic Center,IB CIVIC CTR,0.9,Green (0-4.9 ppB),False,False,True,0.9,0.9,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 19:00:00,2024-12-25,2024,2024-12,19,Nestor - Berry Elementary School,NESTOR - BES,8.2,Yellow (5-29.9 ppB),True,False,True,8.2,8.2,Yellow (5-29.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 19:00:00,2024-12-25,2024,2024-12,19,San Ysidro - Fire Station #29,SAN YSIDRO,1.5,Green (0-4.9 ppB),False,False,True,1.5,1.5,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 20:00:00,2024-12-25,2024,2024-12,20,Imperial Beach Civic Center,IB CIVIC CTR,3.8,Green (0-4.9 ppB),False,False,True,3.8,3.8,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 20:00:00,2024-12-25,2024,2024-12,20,Nestor - Berry Elementary School,NESTOR - BES,26.5,Yellow (5-29.9 ppB),True,False,True,26.5,26.5,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 20:00:00,2024-12-25,2024,2024-12,20,San Ysidro - Fire Station #29,SAN YSIDRO,0.8,Green (0-4.9 ppB),False,False,True,0.8,0.8,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 21:00:00,2024-12-25,2024,2024-12,21,Imperial Beach Civic Center,IB CIVIC CTR,6.6,Yellow (5-29.9 ppB),True,False,True,6.6,6.6,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 21:00:00,2024-12-25,2024,2024-12,21,Nestor - Berry Elementary School,NESTOR - BES,16.7,Yellow (5-29.9 ppB),True,False,True,16.7,16.7,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 21:00:00,2024-12-25,2024,2024-12,21,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,-0.1,,Missing/Not visible,0,0,1,Immediate post-emergency,screenshot_numeric,1,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 22:00:00,2024-12-25,2024,2024-12,22,Imperial Beach Civic Center,IB CIVIC CTR,4.2,Green (0-4.9 ppB),False,False,True,4.2,4.2,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 22:00:00,2024-12-25,2024,2024-12,22,Nestor - Berry Elementary School,NESTOR - BES,6.7,Yellow (5-29.9 ppB),True,False,True,6.7,6.7,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 22:00:00,2024-12-25,2024,2024-12,22,San Ysidro - Fire Station #29,SAN YSIDRO,0.3,Green (0-4.9 ppB),False,False,True,0.3,0.3,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 23:00:00,2024-12-25,2024,2024-12,23,Imperial Beach Civic Center,IB CIVIC CTR,3.8,Green (0-4.9 ppB),False,False,True,3.8,3.8,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 23:00:00,2024-12-25,2024,2024-12,23,Nestor - Berry Elementary School,NESTOR - BES,3.1,Green (0-4.9 ppB),False,False,True,3.1,3.1,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-25 23:00:00,2024-12-25,2024,2024-12,23,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,-0.2,,Missing/Not visible,0,0,1,Immediate post-emergency,screenshot_numeric,1,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 00:00:00,2024-12-26,2024,2024-12,0,Imperial Beach Civic Center,IB CIVIC CTR,1.7,Green (0-4.9 ppB),False,False,True,1.7,1.7,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 00:00:00,2024-12-26,2024,2024-12,0,Nestor - Berry Elementary School,NESTOR - BES,4.1,Green (0-4.9 ppB),False,False,True,4.1,4.1,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 00:00:00,2024-12-26,2024,2024-12,0,San Ysidro - Fire Station #29,SAN YSIDRO,0.3,Green (0-4.9 ppB),False,False,True,0.3,0.3,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 01:00:00,2024-12-26,2024,2024-12,1,Imperial Beach Civic Center,IB CIVIC CTR,2.4,Green (0-4.9 ppB),False,False,True,2.4,2.4,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 01:00:00,2024-12-26,2024,2024-12,1,Nestor - Berry Elementary School,NESTOR - BES,2.7,Green (0-4.9 ppB),False,False,True,2.7,2.7,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 01:00:00,2024-12-26,2024,2024-12,1,San Ysidro - Fire Station #29,SAN YSIDRO,0.5,Green (0-4.9 ppB),False,False,True,0.5,0.5,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 02:00:00,2024-12-26,2024,2024-12,2,Imperial Beach Civic Center,IB CIVIC CTR,3.2,Green (0-4.9 ppB),False,False,True,3.2,3.2,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 02:00:00,2024-12-26,2024,2024-12,2,Nestor - Berry Elementary School,NESTOR - BES,5.3,Yellow (5-29.9 ppB),True,False,True,5.3,5.3,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 02:00:00,2024-12-26,2024,2024-12,2,San Ysidro - Fire Station #29,SAN YSIDRO,1.5,Green (0-4.9 ppB),False,False,True,1.5,1.5,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 03:00:00,2024-12-26,2024,2024-12,3,Imperial Beach Civic Center,IB CIVIC CTR,3.0,Green (0-4.9 ppB),False,False,True,3.0,3.0,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 03:00:00,2024-12-26,2024,2024-12,3,Nestor - Berry Elementary School,NESTOR - BES,11.2,Yellow (5-29.9 ppB),True,False,True,11.2,11.2,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 03:00:00,2024-12-26,2024,2024-12,3,San Ysidro - Fire Station #29,SAN YSIDRO,3.9,Green (0-4.9 ppB),False,False,True,3.9,3.9,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 04:00:00,2024-12-26,2024,2024-12,4,Imperial Beach Civic Center,IB CIVIC CTR,1.5,Green (0-4.9 ppB),False,False,True,1.5,1.5,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 04:00:00,2024-12-26,2024,2024-12,4,Nestor - Berry Elementary School,NESTOR - BES,6.9,Yellow (5-29.9 ppB),True,False,True,6.9,6.9,Yellow (5-29.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 04:00:00,2024-12-26,2024,2024-12,4,San Ysidro - Fire Station #29,SAN YSIDRO,3.3,Green (0-4.9 ppB),False,False,True,3.3,3.3,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 05:00:00,2024-12-26,2024,2024-12,5,Imperial Beach Civic Center,IB CIVIC CTR,1.9,Green (0-4.9 ppB),False,False,True,1.9,1.9,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 05:00:00,2024-12-26,2024,2024-12,5,Nestor - Berry Elementary School,NESTOR - BES,3.2,Green (0-4.9 ppB),False,False,True,3.2,3.2,Green (0-4.9 ppB),0,0,1,Immediate post-emergency,screenshot_numeric,0,0,SDAPCD Power BI dashboard screenshot,Manually extracted from SDAPCD public Power BI/dashboard screen recording,visible in user screenshot
2024-12-26 12:00:00,2024-12-26,2024,2024-12,12,Nestor - Berry Elementary School,NESTOR - BES,,Missing/Not visible,False,False,False,-1.5,,Missing/Not visible,0,0,0,Immediate post-emergency,numeric,1,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 12:00:00,2024-12-26,2024,2024-12,12,San Ysidro - Fire Station #29,SAN YSIDRO,,Missing/Not visible,False,False,False,-0.1,,Missing/Not visible,0,0,0,Immediate post-emergency,numeric,1,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 13:00:00,2024-12-26,2024,2024-12,13,Imperial Beach Civic Center,IB CIVIC CTR,0.3,Green (0-4.9 ppB),False,False,True,0.3,0.3,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,numeric,0,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 13:00:00,2024-12-26,2024,2024-12,13,Nestor - Berry Elementary School,NESTOR - BES,,Missing/Not visible,False,False,False,-1.2,,Missing/Not visible,0,0,0,Immediate post-emergency,numeric,1,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 13:00:00,2024-12-26,2024,2024-12,13,San Ysidro - Fire Station #29,SAN YSIDRO,0.0,Green (0-4.9 ppB),False,False,True,0.0,0.0,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,numeric,0,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 14:00:00,2024-12-26,2024,2024-12,14,Imperial Beach Civic Center,IB CIVIC CTR,0.3,Green (0-4.9 ppB),False,False,True,0.3,0.3,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,numeric,0,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 14:00:00,2024-12-26,2024,2024-12,14,Nestor - Berry Elementary School,NESTOR - BES,,Missing/Not visible,False,False,False,-0.9,,Missing/Not visible,0,0,0,Immediate post-emergency,numeric,1,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
2024-12-26 14:00:00,2024-12-26,2024,2024-12,14,San Ysidro - Fire Station #29,SAN YSIDRO,0.0,Green (0-4.9 ppB),False,False,True,0.0,0.0,Green (0-4.9 ppB),0,0,0,Immediate post-emergency,numeric,0,0,SDAPCD Power BI dashboard screen recording,Manually extracted from SDAPCD public Power BI/dashboard screen recording,from initial screen-recording extraction
